name,location,cuisines,rate,votes,approx_cost_for_two,online_order,book_table,rest_type,listed_in_type
Juicy,Koramangala 5th Block,"Beverages, Juices, Fast Food",3.9,43,200,No,No,Beverage Shop,Desserts
Lakeview Milkbar,Koramangala 8th Block,"Desserts, Cafe, Fast Food",3.8,289,500,No,No,"Dessert Parlor, Cafe",Desserts
Sangam Sweets,Koramangala 3rd Block,"Mithai, Street Food",3.8,75,200,Yes,No,Sweet Shop,Desserts
Cake Box,Koramangala 8th Block,"Bakery, Desserts",3.5,98,400,Yes,No,Bakery,Desserts
Bansuri Sweets,Koramangala 6th Block,"Mithai, North Indian, Street Food",3.7,73,250,No,No,"Sweet Shop, Quick Bites",Desserts
WAFL Co,Koramangala 5th Block,"Desserts, Beverages",4.2,53,400,Yes,No,Dessert Parlor,Desserts
The Kream Story,Koramangala 7th Block,"Desserts, Fast Food",4.1,37,500,Yes,No,"Dessert Parlor, Quick Bites",Desserts
The Chocolate Room,Koramangala 7th Block,"Cafe, Desserts, Bakery",3.8,63,600,No,No,"Cafe, Bakery",Desserts
Mad Over Donuts,Koramangala 7th Block,"Bakery, Desserts, Beverages",4.2,703,450,Yes,No,Dessert Parlor,Desserts
Stoned Monkey,Koramangala 6th Block,"Desserts, Ice Cream",4.1,511,500,Yes,No,Dessert Parlor,Desserts
The Donut Baker,Koramangala 7th Block,Desserts,3.8,62,150,No,No,"Bakery, Dessert Parlor",Desserts
Gelato Italiano,Koramangala 5th Block,"Ice Cream, Bakery, Desserts",3.9,110,200,Yes,No,Dessert Parlor,Desserts
Black Deer,Koramangala 5th Block,"Beverages, Desserts",4.4,149,350,Yes,No,"Takeaway, Delivery",Desserts
Uday Sweets,Koramangala 6th Block,"Mithai, Fast Food",3.5,33,250,Yes,No,Sweet Shop,Desserts
Cafe On The Way,Koramangala 3rd Block,Cafe,4.0,275,500,Yes,No,Cafe,Desserts
Apsara Ice Cream,Koramangala 5th Block,Ice Cream,4.0,128,200,No,No,Dessert Parlor,Desserts
Delightz,Koramangala 6th Block,"Desserts, Fast Food",4.0,40,300,No,No,Dessert Parlor,Desserts
Niice Cream,Koramangala 5th Block,"Ice Cream, Beverages, Desserts",3.8,38,400,No,No,Dessert Parlor,Desserts
The Sweet Spot,Koramangala 6th Block,Desserts,4.0,157,300,No,No,Dessert Parlor,Desserts
Cream N Desserts,Koramangala 7th Block,"Desserts, Beverages",3.7,49,400,No,No,"Dessert Parlor, Beverage Shop",Desserts
Bakingo,Koramangala 1st Block,"Bakery, Desserts",4.0,76,500,Yes,No,Bakery,Desserts
Calvin's,Koramangala 5th Block,Desserts,3.8,433,800,Yes,No,"Dessert Parlor, Quick Bites",Desserts
Gogula's Sweets & Chats,BTM,"Mithai, Street Food, Fast Food",4.0,206,200,Yes,No,"Sweet Shop, Quick Bites",Desserts
The Ganache Factory,Domlur,"Desserts, Bakery",4.1,41,400,Yes,No,"Dessert Parlor, Bakery",Desserts
Bubble Bee,HSR,"Beverages, Bubble Tea, Desserts",3.9,48,400,Yes,No,Dessert Parlor,Desserts
Sreeraj Lassi Bar,BTM,Beverages,4.0,87,200,Yes,No,Beverage Shop,Desserts
Kwality Cakes N Bakes,HSR,"Bakery, Desserts",3.7,92,350,Yes,No,Bakery,Desserts
Food Theory,HSR,"Biryani, North Indian, Italian, Chinese, Sandwich, Desserts",2.7,56,500,No,No,Delivery,Desserts
56 Bhoga Sweets,HSR,"Mithai, Street Food",3.6,51,150,No,No,"Takeaway, Delivery",Desserts
Intriicake,HSR,"Bakery, Desserts, Italian, North Indian, Fast Food",3.8,34,350,Yes,No,"Quick Bites, Bakery",Desserts
Nasi And Mee,Koramangala 4th Block,"Malaysian, Thai, Singaporean, Asian, Chinese, Momos",4.4,2395,1000,Yes,Yes,Casual Dining,Dine-out
The Fixx,Koramangala 4th Block,"Continental, South Indian, Italian, North Indian, Chinese",4.3,216,1200,No,Yes,"Casual Dining, Bar",Dine-out
Biergarten,Koramangala 5th Block,"Continental, North Indian, Chinese, European, BBQ, Finger Food, Asian",4.8,460,2100,No,Yes,"Pub, Microbrewery",Dine-out
The Hole in the Wall Cafe,Koramangala 4th Block,"Cafe, American, Burger",4.6,7120,600,No,No,Cafe,Dine-out
Prost Brew Pub,Koramangala 4th Block,"American, Continental, North Indian, Salad",4.5,7854,1800,No,Yes,"Pub, Microbrewery",Dine-out
Onesta,Koramangala 4th Block,"Pizza, Cafe, Italian",4.4,9080,600,Yes,Yes,"Casual Dining, Cafe",Dine-out
The Terrace at Gilly's Redefined,Koramangala 4th Block,"Continental, Finger Food, Asian, North Indian",4.6,886,1400,No,Yes,"Microbrewery, Casual Dining",Dine-out
Myu Bar at Gilly's Redefined,Koramangala 4th Block,"American, North Indian, Pizza, Finger Food, Continental, Italian",4.5,1228,1200,No,Yes,"Microbrewery, Bar",Dine-out
Third Wave Coffee Roasters,Koramangala 4th Block,"Cafe, Continental, Desserts",4.4,1224,800,No,No,Cafe,Dine-out
Sotally Tober,Koramangala 4th Block,"Asian, Burger, Pizza, Chinese, Finger Food",4.4,4079,1200,No,Yes,"Bar, Casual Dining",Dine-out
1522 - The Pub,Koramangala 4th Block,"Chinese, Continental, North Indian",4.2,1741,1400,No,Yes,Pub,Dine-out
Pasta Street,Koramangala 4th Block,"Italian, Pizza, Salad",4.5,256,1300,Yes,Yes,Casual Dining,Dine-out
The Beer Cafe,Koramangala 4th Block,"Finger Food, Chinese, Italian, Burger",4.2,1175,1300,Yes,Yes,Pub,Dine-out
Dialogues,Koramangala 4th Block,"Cafe, Continental",4.1,314,600,No,No,Cafe,Dine-out
Hanoi - Vietnamese Cuisine,Koramangala 4th Block,Vietnamese,4.4,1808,1000,Yes,Yes,Casual Dining,Dine-out
Pot-O-Noodles,Koramangala 4th Block,"Chinese, Asian, Japanese",4.3,164,800,No,Yes,Casual Dining,Dine-out
Stoked!,Koramangala 4th Block,"Cafe, Italian, Pizza",4.3,294,850,No,No,Cafe,Dine-out
Anjappar,Koramangala 4th Block,"Chettinad, South Indian",3.9,1160,650,No,No,Casual Dining,Dine-out
Via Milano,Koramangala 4th Block,"Salad, Italian, Desserts, Pizza",4.2,1624,1500,Yes,Yes,Casual Dining,Dine-out
Oldtown Dilli,Koramangala 4th Block,"Mughlai, North Indian, Turkish, Afghan",4.1,258,750,Yes,Yes,Casual Dining,Dine-out
Nandhana Palace,Koramangala 4th Block,"Andhra, Biryani, North Indian, Chinese",4.1,807,800,No,Yes,"Casual Dining, Bar",Dine-out
Enerjuvate Studio & Cafe,Koramangala 4th Block,"Cafe, Continental, Healthy Food, Sandwich, Pizza, Desserts, Beverages",4.4,466,800,Yes,Yes,Cafe,Dine-out
Banjara Melting Pot,Koramangala 4th Block,"North Indian, Chinese, Seafood",4.2,767,1700,Yes,Yes,Casual Dining,Dine-out
Pipabu,Koramangala 4th Block,"Continental, Italian, Chinese",3.8,75,750,Yes,No,Casual Dining,Dine-out
PagalKhana,Koramangala 4th Block,"Continental, Chinese, Fast Food, Beverages",3.9,144,1000,Yes,Yes,Casual Dining,Dine-out
Qube Cafe,Koramangala 4th Block,"Cafe, Desserts",4.2,169,700,Yes,No,Cafe,Dine-out
Swathi Maharaja,Koramangala 4th Block,"Andhra, North Indian, Chinese, Biryani",3.7,291,750,Yes,Yes,Casual Dining,Dine-out
Terra Bites,Koramangala 4th Block,"Cafe, Italian, Continental",4.1,65,700,Yes,No,"Cafe, Casual Dining",Dine-out
Cilantro,Koramangala 4th Block,"European, American, Continental, North Indian, Steak",4.0,281,1500,Yes,Yes,"Casual Dining, Bar",Dine-out
The Rendezvous,Koramangala 4th Block,"Continental, Steak, Chinese, Salad, Desserts, Seafood, Italian",3.7,483,800,Yes,No,Casual Dining,Dine-out
Fill N Chill Resto Bar & Pub,Koramangala 4th Block,"Finger Food, North Indian, Chinese",3.9,597,1200,Yes,Yes,Bar,Dine-out
The Arabesque Cafe,Koramangala 4th Block,"American, Continental, Chinese",4.1,100,600,No,No,Casual Dining,Dine-out
Smise,Koramangala 4th Block,"Cafe, Continental, Italian, Burger, Pizza",4.0,1209,650,Yes,Yes,Cafe,Dine-out
Fandom at Gilly's Redefined,Koramangala 4th Block,Finger Food,3.9,105,1500,No,No,Bar,Dine-out
Cafe Coffee Day The Lounge,Koramangala 4th Block,"Cafe, Fast Food",3.6,76,650,Yes,No,Cafe,Dine-out
Delicacy,Koramangala 4th Block,"Chinese, Thai, Momos",3.9,523,500,Yes,No,Casual Dining,Dine-out
Mast Kalandar,Koramangala 4th Block,North Indian,2.5,547,450,No,No,Casual Dining,Dine-out
Barcode,Koramangala 4th Block,"South Indian, North Indian",3.8,169,1300,No,Yes,Bar,Dine-out
Helloo Delhi,Koramangala 4th Block,North Indian,4.1,221,1000,Yes,Yes,Casual Dining,Dine-out
Paratha Plaza,Koramangala 4th Block,North Indian,3.9,220,250,No,No,Quick Bites,Dine-out
Vasudev Adiga's,Koramangala 4th Block,"South Indian, North Indian, Chinese, Street Food",2.8,289,250,No,No,Casual Dining,Dine-out
Silsila,Koramangala 4th Block,North Indian,2.7,47,800,No,No,Casual Dining,Dine-out
Oregano Pizzeria,Koramangala 4th Block,"Cafe, Italian, Pizza",3.7,52,450,Yes,No,Cafe,Dine-out
La Pino'z Pizza,Koramangala 4th Block,"Italian, Pizza, Beverages",4.1,502,600,Yes,No,Quick Bites,Dine-out
Snow'ora,Koramangala 4th Block,"Desserts, Ice Cream, Beverages",4.3,342,450,Yes,Yes,Quick Bites,Dine-out
Domino's Pizza,Koramangala 4th Block,"Pizza, Fast Food",3.0,290,400,Yes,No,Quick Bites,Dine-out
Savitha Family Restaurant,Koramangala 4th Block,North Indian,4.0,198,500,Yes,No,Quick Bites,Dine-out
Crown Gold,Koramangala 4th Block,"South Indian, Chinese, Seafood",3.9,49,400,Yes,No,Quick Bites,Dine-out
Rollin,Koramangala 4th Block,"Continental, Pizza, Chinese",4.0,211,400,Yes,No,Quick Bites,Dine-out
Rang De Basanthi,Koramangala 4th Block,"North Indian, South Indian, Chinese",3.7,434,400,Yes,No,Quick Bites,Dine-out
Daily Bread,Koramangala 4th Block,"Bakery, Fast Food, Italian",2.7,53,600,No,No,"Bakery, Quick Bites",Dine-out
Pizza Stop,Koramangala 4th Block,"Pizza, Italian",3.9,241,600,Yes,No,Quick Bites,Dine-out
WOW! Momo,Koramangala 4th Block,"Tibetan, Momos",3.9,151,400,Yes,No,Food Court,Dine-out
The Black Pearl,Koramangala 5th Block,"North Indian, European, Mediterranean",4.7,10503,1400,No,Yes,"Casual Dining, Bar",Dine-out
Truffles,Koramangala 5th Block,"Cafe, American, Burger, Steak",4.7,14704,900,No,No,"Cafe, Casual Dining",Dine-out
The Bier Library,Koramangala 6th Block,"Continental, North Indian, Pizza, BBQ",4.3,559,2000,Yes,Yes,"Microbrewery, Casual Dining",Dine-out
Koramangala Social,Koramangala 7th Block,"American, North Indian, Chinese, Finger Food",4.6,4689,1500,Yes,No,Lounge,Dine-out
XOOX Brewmill,Koramangala 5th Block,"Modern Indian, European, Asian",4.4,1562,2000,No,Yes,"Microbrewery, Casual Dining",Dine-out
Gilly's Restobar,Koramangala 5th Block,"Finger Food, Continental, North Indian",4.5,3912,1000,No,Yes,"Pub, Casual Dining",Dine-out
Bombay Adda,Koramangala 7th Block,Modern Indian,4.4,2355,1100,No,Yes,"Casual Dining, Bar",Dine-out
Buff Buffet Buff,Koramangala 5th Block,"North Indian, Chinese, Continental, Thai, Salad",4.5,3161,1500,Yes,Yes,"Casual Dining, Bar",Dine-out
Boho,Koramangala 5th Block,"Continental, Asian, American, North Indian, Desserts",4.2,1750,1200,No,Yes,Casual Dining,Dine-out
The Reservoire,Koramangala 5th Block,"Continental, North Indian, Chinese, American",4.6,2579,1300,No,Yes,"Bar, Casual Dining",Dine-out
Indigo XP,Koramangala 5th Block,"Finger Food, Continental, Asian, North Indian",4.2,2368,1400,No,No,Pub,Dine-out
Ulavacharu,Koramangala 5th Block,"Andhra, North Indian, Chinese",4.2,147,900,Yes,Yes,Casual Dining,Dine-out
Sultans of Spice,Koramangala 5th Block,"North Indian, Mughlai, Salad",4.5,3467,1300,Yes,Yes,Casual Dining,Dine-out
Fenny's Lounge And Kitchen,Koramangala 7th Block,"Mediterranean, Pizza, Continental, Seafood, Salad",4.6,6371,1600,No,Yes,"Bar, Casual Dining",Dine-out
Brooks and Bonds Brewery,Koramangala 5th Block,"Continental, Mediterranean, North Indian, Chinese, Finger Food",4.5,3950,1600,Yes,Yes,"Casual Dining, Microbrewery",Dine-out
Sharief Bhai,Koramangala 5th Block,"Mughlai, Biryani",4.4,1557,700,No,Yes,Casual Dining,Dine-out
ECHOES Koramangala,Koramangala 5th Block,"Chinese, American, Continental, Italian, North Indian",4.7,3214,750,No,No,"Cafe, Casual Dining",Dine-out
Dyu Art Cafe,Koramangala 5th Block,"Cafe, Italian, Fast Food",4.5,3843,800,No,No,Cafe,Dine-out
House Of Commons,Koramangala 5th Block,"Continental, Asian, North Indian",4.7,4441,1000,No,Yes,Bar,Dine-out
Foxtrot - House of Subculture,Koramangala 3rd Block,"Cafe, American, Asian, North Indian",4.4,374,1000,No,Yes,"Cafe, Lounge",Dine-out
Asia Kitchen By Mainland China,Koramangala 5th Block,"Asian, Chinese, Thai, Momos",4.9,2227,1500,Yes,Yes,"Casual Dining, Bar",Dine-out
Barbeque Nation,Koramangala 1st Block,"North Indian, European, Mediterranean, BBQ, Kebab",4.7,3625,1600,No,Yes,Casual Dining,Dine-out
Chianti,Koramangala 5th Block,Italian,4.7,4857,1500,No,Yes,Casual Dining,Dine-out
Drava,Koramangala 5th Block,"Pizza, Continental, North Indian, Asian",4.3,114,1500,No,Yes,Lounge,Dine-out
Roots,Koramangala 1st Block,"North Indian, South Indian, Chinese, Continental, Mangalorean",4.5,1888,1200,Yes,Yes,"Casual Dining, Bar",Dine-out
The Boozy Griffin,Koramangala 5th Block,"European, Continental",4.6,4986,1800,No,Yes,"Casual Dining, Pub",Dine-out
Meghana Foods,Koramangala 5th Block,"Biryani, Seafood, Andhra, North Indian",4.4,7232,600,Yes,No,Casual Dining,Dine-out
Om Made Cafe,Koramangala 5th Block,"Cafe, Continental, European, Juices",4.1,2732,1300,No,No,Cafe,Dine-out
Gramin,Koramangala 7th Block,North Indian,4.3,3458,600,Yes,No,Casual Dining,Dine-out
Punjab Bistro,Koramangala 7th Block,North Indian,4.4,460,1500,Yes,Yes,"Casual Dining, Bar",Dine-out
Simon Says Brew Works,Koramangala 5th Block,"Continental, American, Italian, Modern Indian, Pizza, Burger",4.5,1991,1400,No,Yes,"Microbrewery, Casual Dining",Dine-out
Bonsouth,Koramangala 5th Block,"Chettinad, Andhra, Kerala",4.2,2620,1300,Yes,Yes,Casual Dining,Dine-out
By The Blue - Grand Mercure,Koramangala 3rd Block,"North Indian, Mughlai",4.1,786,1500,No,Yes,Casual Dining,Dine-out
Happy Brew,Koramangala 5th Block,"Continental, American, Chinese, BBQ, Salad",4.0,2158,1000,No,Yes,Lounge,Dine-out
Bathinda Junction,Koramangala 5th Block,North Indian,4.1,1250,600,Yes,Yes,Casual Dining,Dine-out
Toscano,Koramangala 7th Block,"Italian, Salad",4.5,718,1500,Yes,Yes,Casual Dining,Dine-out
Crawl Street,Koramangala 5th Block,"Continental, Finger Food, North Indian, Chinese",4.3,2571,1200,Yes,Yes,Bar,Dine-out
Nagarjuna,Koramangala 5th Block,"Andhra, North Indian, Biryani",4.3,2304,800,No,No,Casual Dining,Dine-out
Zee5 Loft,Koramangala 6th Block,"Cafe, North Indian, Pizza, Sandwich, Salad",4.4,362,500,Yes,No,Cafe,Dine-out
The Old Fashioned Bar,Koramangala 6th Block,"Finger Food, North Indian, Continental",4.5,569,1000,No,Yes,Bar,Dine-out
Beer Adda,Koramangala 5th Block,"North Indian, Chinese, Pizza",4.3,549,1000,Yes,Yes,"Casual Dining, Pub",Dine-out
Tim Tai,Koramangala 5th Block,"Chinese, Thai, Asian, Malaysian, Vietnamese, Sri Lankan, Burmese",4.4,3674,1400,Yes,Yes,Casual Dining,Dine-out
Blue Tokai Coffee Roasters,Koramangala 8th Block,"Cafe, Coffee",4.0,74,400,Yes,No,Cafe,Dine-out
Sixth Avenue Cafe And Patisserie,Koramangala 5th Block,"Cafe, Italian, Desserts",4.4,174,600,No,No,"Cafe, Dessert Parlor",Dine-out
Big Wong XL,Koramangala 5th Block,"Chinese, Sushi, Asian, Thai",4.5,685,1400,No,Yes,Casual Dining,Dine-out
B-hive,Koramangala 1st Block,"Finger Food, North Indian",4.3,1550,1200,No,Yes,Pub,Dine-out
Harry's Bar + Cafe,Koramangala 7th Block,"Asian, American, Mexican",4.2,1367,1400,Yes,Yes,"Casual Dining, Bar",Dine-out
A Hole Lotta Love Cafe,Koramangala 5th Block,"Cafe, American, Burger, Sandwich, Beverages",4.3,2871,600,Yes,No,Cafe,Dine-out
The Smoke Co.,Koramangala 6th Block,"American, European",4.4,520,2500,Yes,Yes,Casual Dining,Dine-out
Kritunga Restaurant,Koramangala 5th Block,"Andhra, Biryani, North Indian, Chinese",3.8,1161,650,No,No,Casual Dining,Dine-out
Barleyz,Koramangala 6th Block,"North Indian, Continental, Chinese",3.7,4650,2000,No,No,"Lounge, Microbrewery",Dine-out
China Pearl,Koramangala 6th Block,Chinese,4.4,1854,1100,Yes,Yes,Casual Dining,Dine-out
Salt - Indian Restaurant Bar & Grill,Koramangala 7th Block,"North Indian, Mughlai, Biryani",4.4,679,1500,Yes,Yes,Casual Dining,Dine-out
Bistro Claytopia,Koramangala 1st Block,"Cafe, American, Italian, Burger",4.1,1853,600,Yes,Yes,Cafe,Dine-out
Dice N Dine,Koramangala 5th Block,"Continental, Cafe, Italian, Fast Food, Steak",4.3,1805,900,Yes,Yes,"Casual Dining, Cafe",Dine-out
Empire Restaurant,Koramangala 5th Block,"North Indian, Mughlai, South Indian, Chinese",4.1,6937,750,Yes,No,Casual Dining,Dine-out
Chinita Real Mexican Food,Koramangala 5th Block,Mexican,4.5,733,1200,No,No,Casual Dining,Dine-out
Cafe Thulp,Koramangala 1st Block,"Cafe, Burger, Italian, Salad",4.1,3006,1000,Yes,No,Cafe,Dine-out
Royal Treat,Koramangala 5th Block,"North Indian, Chinese, Biryani",4.1,439,500,No,No,Casual Dining,Dine-out
Mr. Beans - Home Cafe,Koramangala 3rd Block,"Cafe, Continental, Italian",4.2,2714,1000,Yes,Yes,Cafe,Dine-out
Kobe Sizzlers,Koramangala 5th Block,"American, Continental, Fast Food, Steak",4.1,1794,1000,No,Yes,Casual Dining,Dine-out
YORK St.,Koramangala 5th Block,"Cafe, European, Continental",4.4,949,900,Yes,No,Cafe,Dine-out
Koshe Kosha,Koramangala 1st Block,"Bengali, Seafood",4.0,576,600,Yes,No,Casual Dining,Dine-out
Kopper Kadai,Koramangala 5th Block,"North Indian, Chinese",4.1,1697,1200,Yes,Yes,Casual Dining,Dine-out
Fava Bistro,Koramangala 5th Block,"Mediterranean, Pizza, Italian, Beverages",4.4,386,1500,Yes,Yes,"Casual Dining, Bar",Dine-out
Roundup Cafe,Koramangala 5th Block,"Cafe, Continental, Beverages",4.2,494,800,Yes,Yes,Cafe,Dine-out
Bamey's Restro Cafe,Koramangala 5th Block,"Chinese, Singaporean, Thai, Asian, Nepalese, Momos",4.2,534,600,Yes,No,Casual Dining,Dine-out
What's In A Name,Koramangala 5th Block,"Finger Food, Asian, European, Italian",4.1,1788,1200,Yes,Yes,Pub,Dine-out
Hungry Hippie,Koramangala 5th Block,"Cafe, Continental, Italian, Burger",4.3,1470,800,No,Yes,Cafe,Dine-out
Noodle Panda,Koramangala 5th Block,"Chinese, Indonesian, Japanese, Malaysian, Thai, Vietnamese, Momos",4.3,340,800,Yes,No,Casual Dining,Dine-out
Nuts Over Salads Cafe,Koramangala 5th Block,"Cafe, Salad",4.5,208,800,Yes,Yes,Cafe,Dine-out
Market Table,Koramangala 5th Block,"Cafe, Continental, Mediterranean, Beverages",4.5,548,900,No,Yes,Cafe,Dine-out
Mimansa @ Foxtrot,Koramangala 3rd Block,Cafe,4.4,192,1000,Yes,Yes,Cafe,Dine-out
Baba Chatkora,Koramangala 6th Block,North Indian,4.2,822,1000,Yes,No,Casual Dining,Dine-out
Karama Restaurant,Koramangala 5th Block,"Arabian, North Indian, Beverages",4.1,1567,750,Yes,No,Casual Dining,Dine-out
Bundar,Koramangala 6th Block,"Cafe, Burger, Fast Food, Desserts",4.1,2449,700,No,No,Cafe,Dine-out
Wok Paper Scissors,Koramangala 5th Block,"Asian, Malaysian, Chinese, Thai, Momos",4.3,1593,550,Yes,No,Casual Dining,Dine-out
Carrots,Koramangala 6th Block,"Italian, North Indian, Healthy Food, Desserts",4.1,601,1100,Yes,Yes,Casual Dining,Dine-out
Lot Like Crepes,Koramangala 7th Block,"Cafe, Desserts, Continental",4.6,1027,550,Yes,No,"Cafe, Dessert Parlor",Dine-out
Magnolia,Koramangala 3rd Block,"Chinese, Thai, Asian",4.1,675,900,Yes,Yes,Casual Dining,Dine-out
Hunan,Koramangala 5th Block,"Chinese, Thai, Momos",4.3,2248,1100,No,Yes,Casual Dining,Dine-out
Anupam's Coast II Coast,Koramangala 6th Block,"Seafood, Mangalorean, North Indian, Chinese",4.1,845,700,Yes,No,Casual Dining,Dine-out
Tibetan Mother's Kitchen,Koramangala 7th Block,"Tibetan, Chinese, Momos",4.0,960,500,Yes,No,Casual Dining,Dine-out
Tangerine - Davanam Sarovar Portico Suites,Koramangala 2nd Block,"Continental, Italian, North Indian, Asian, Bakery, Chinese, European, Japanese",4.0,151,1100,Yes,Yes,Casual Dining,Dine-out
Bhojohori Manna,Koramangala 6th Block,"Bengali, Mughlai",4.1,1959,650,Yes,No,Casual Dining,Dine-out
Indian Coffee House & Restaurant,Koramangala 5th Block,"South Indian, North Indian, Chinese",4.2,676,650,No,No,Casual Dining,Dine-out
Cafe D'hide,Koramangala 5th Block,"Cafe, American, Continental, Italian",4.2,872,600,Yes,Yes,Cafe,Dine-out
Oye Amritsar,Koramangala 6th Block,North Indian,4.0,1863,600,Yes,Yes,Casual Dining,Dine-out
Sathya's,Koramangala 3rd Block,"North Indian, Chinese",4.1,759,1200,No,Yes,Bar,Dine-out
1722 Urban Bistro,Koramangala 5th Block,"North Indian, Chinese, Fast Food, Biryani",4.1,222,600,Yes,Yes,Casual Dining,Dine-out
Gudguda Prime Cafe,Koramangala 6th Block,"Cafe, Continental, Chinese, Italian",4.2,818,800,No,Yes,Cafe,Dine-out
The Local - Terrace Drinkery,Koramangala 6th Block,"Continental, American, Pizza, BBQ",4.0,1409,1000,No,No,"Pub, Casual Dining",Dine-out
Peace Restaurant,Koramangala 5th Block,"Chinese, Tibetan, North Indian",3.9,660,500,Yes,No,Casual Dining,Dine-out
Cafe Terra,Koramangala 1st Block,"Cafe, Continental",4.1,778,700,Yes,No,Cafe,Dine-out
Baba Da Dhaba,Koramangala 7th Block,North Indian,4.1,450,650,No,Yes,Casual Dining,Dine-out
Hyderabad Biryaani House,Koramangala 5th Block,"Biryani, North Indian, Chinese, Hyderabadi",4.1,1117,750,Yes,No,Casual Dining,Dine-out
The Himalayan,Koramangala 5th Block,Korean,4.4,325,1200,No,Yes,Casual Dining,Dine-out
Petoo,Koramangala 1st Block,"North Indian, Fast Food, Street Food",3.8,178,800,Yes,No,Casual Dining,Dine-out
Shanmukha,Koramangala 5th Block,"Biryani, Andhra, North Indian, Chinese",4.0,782,800,Yes,No,Casual Dining,Dine-out
Beijing Bites,Koramangala 5th Block,"Chinese, Thai",4.0,859,850,Yes,Yes,Casual Dining,Dine-out
Cafe Medley,Koramangala 5th Block,"Cafe, Continental, Burger",4.2,1063,800,Yes,No,Cafe,Dine-out
Bulls N Bears - Bar Trade Xchange,Koramangala 5th Block,"Finger Food, North Indian, Continental, Pizza",3.9,149,1000,No,Yes,"Pub, Bar",Dine-out
Waffle Magic,Koramangala 6th Block,"Cafe, Desserts",4.1,85,700,Yes,No,Cafe,Dine-out
Desipun,Koramangala 5th Block,North Indian,4.2,344,700,Yes,Yes,Casual Dining,Dine-out
154 Breakfast Club,Koramangala 3rd Block,"Cafe, Continental",4.0,1512,900,Yes,Yes,Cafe,Dine-out
Lazeez,Koramangala 5th Block,"North Indian, Mughlai, Biryani",3.1,910,600,Yes,No,Casual Dining,Dine-out
